date,category,income,expenses,balance,transaction_type
2024-04-19,airtime,,-10.0,1262.39,Paybill / Utility Payment
2024-04-19,airtime,,-10.0,1272.39,Airtime / Data
2024-04-19,airtime,,-10.0,1282.39,Paybill / Utility Payment
2024-04-19,food,,-30.0,1292.39,Peer Transfer
2024-04-19,airtime,,-10.0,1322.39,Airtime / Data
2024-04-19,airtime,,-10.0,1332.39,Paybill / Utility Payment
2024-04-19,supermarket expenses,,-229.0,1342.39,Merchant Purchase
2024-04-19,transport,,-50.0,1571.39,Peer Transfer
2024-04-19,food,,-45.0,1621.39,Small Business Payment
2024-04-19,transport,,-50.0,1666.39,Peer Transfer
2024-04-19,airtime,,-20.0,1716.39,Unclassified
2024-04-19,transport,,-50.0,1736.39,Peer Transfer
2024-04-19,family,150.0,,1786.39,Other
2024-04-18,transaction cost,,-7.0,1536.39,Transaction Cost
2024-04-18,sent to friends,,-200.0,1543.39,Peer Transfer
2024-04-18,family,1500.0,,1743.39,Other
2024-04-18,sent to friends,,-40.0,243.39,Peer Transfer
2024-04-18,transaction cost,,-5.0,283.39,Transaction Cost
2024-04-18,food,,-110.0,288.39,Paybill / Utility Payment
2024-04-18,airtime,,-20.0,398.39,Unclassified
2024-04-18,transaction cost,,-7.0,418.39,Transaction Cost
2024-04-18,friends,,-200.0,425.39,Peer Transfer
2024-04-18,food,,-50.0,625.39,Small Business Payment
2024-04-18,transport,,-50.0,675.39,Peer Transfer
2024-04-18,airtime,,-25.0,725.39,Airtime / Data
2024-04-18,family,340.0,,750.39,Other
2024-04-17,transport,,-50.0,410.39,Peer Transfer
2024-04-17,food,,-30.0,460.39,Small Business Payment
2024-04-17,food,,-100.0,490.39,Peer Transfer
2024-04-17,airtime,,-20.0,590.39,Unclassified
2024-04-17,transport,,-90.0,610.39,Small Business Payment
2024-04-17,food,,-5.0,700.39,Peer Transfer
2024-04-17,food,,-80.0,705.39,Peer Transfer
2024-04-17,airtime,,-20.0,785.39,Airtime / Data
2024-04-17,transport,,-50.0,805.39,Peer Transfer
2024-04-16,transaction cost,,-7.0,855.39,Transaction Cost
2024-04-16,food,,-200.0,862.39,Peer Transfer
2024-04-16,family,1029.0,,1062.39,Other
2024-04-16,airtime,,-5.0,33.39,Airtime / Data
2024-04-16,airtime,,-20.0,38.39,Unclassified
2024-04-16,other expenses,,-100.0,58.39,Peer Transfer
2024-04-16,food,,-100.0,158.39,Peer Transfer
2024-04-16,food,,-50.0,258.39,Small Business Payment
2024-04-16,transport,,-50.0,308.39,Peer Transfer
2024-04-16,family,330.0,,358.39,Other
2024-04-16,airtime,,-5.0,28.39,Airtime / Data
2024-04-16,airtime,,-20.0,33.39,Airtime / Data
2024-04-15,airtime,,-10.0,53.39,Paybill / Utility Payment
2024-04-15,airtime,,-5.0,73.39,Airtime / Data
2024-04-15,food,,-20.0,78.39,Small Business Payment
2024-04-15,food,,-30.0,98.39,Small Business Payment
2024-04-15,food,,-20.0,128.39,Merchant Purchase
2024-04-15,food,,-50.0,148.39,Merchant Purchase
2024-04-15,airtime,,-10.0,198.39,Paybill / Utility Payment
2024-04-15,airtime,,-20.0,208.39,Airtime / Data
2024-04-15,transport,,-50.0,228.39,Peer Transfer
2024-04-15,transport,,-50.0,278.39,Peer Transfer
2024-04-15,family,290.0,,328.39,Other
2024-04-14,airtime,,-15.0,38.39,Unclassified
2024-04-14,savings withdrawal,50.0,,53.39,Other
2024-04-13,airtime,,-15.0,3.39,Paybill / Utility Payment
2024-04-13,airtime,,-10.0,18.39,Airtime / Data
2024-04-12,airtime,,-10.0,28.39,Paybill / Utility Payment
2024-04-12,food,,-20.0,38.39,Small Business Payment
2024-04-12,friends,40.0,,58.39,Other
2024-04-12,savings deposit,,-150.0,18.39,Other
2024-04-12,food,,-75.0,168.39,Merchant Purchase
2024-04-12,other expenses,,-30.0,243.39,Peer Transfer
2024-04-12,other expenses,,-30.0,273.39,Small Business Payment
2024-04-12,food,,-10.0,303.39,Merchant Purchase
2024-04-12,food,,-50.0,313.39,Merchant Purchase
2024-04-12,airtime,,-5.0,363.39,Airtime / Data
2024-04-12,transport,,-50.0,368.39,Peer Transfer
2024-04-12,family,310.0,,418.39,Other
2024-04-12,transport,,-50.0,108.39,Peer Transfer
2024-04-12,airtime,,-115.0,158.39,Airtime / Data
2024-04-11,supermarket expenses,,-130.0,273.39,Merchant Purchase
2024-04-11,family,70.0,,403.39,Other
2024-04-11,transaction cost,,-7.0,333.39,Transaction Cost
2024-04-11,personal expenditures,,-240.0,340.39,Peer Transfer
2024-04-11,family,200.0,,580.39,Other
2024-04-11,family,300.0,,380.39,Other
2024-04-11,airtime,,-20.0,80.39,Paybill / Utility Payment
2024-04-10,airtime,,-20.0,100.39,Paybill / Utility Payment
2024-04-10,transport,,-30.0,120.39,Peer Transfer
2024-04-10,transport,,-30.0,150.39,Merchant Purchase
2024-04-10,transport,,-50.0,180.39,Peer Transfer
2024-04-10,airtime,,-20.0,230.39,Airtime / Data
2024-04-09,friends,50.0,,250.39,Other
2024-04-09,savings withdrawal,4.0,,200.39,Other
2024-04-09,airtime,,-10.0,196.39,Paybill / Utility Payment
2024-04-09,airtime,,-15.0,206.39,Paybill / Utility Payment
2024-04-09,family,140.0,,221.39,Other
2024-04-09,friends,,-25.0,81.39,Peer Transfer
2024-04-08,airtime,,-15.0,106.39,Unclassified
2024-04-08,electricity,,-25.0,121.39,Paybill / Utility Payment
2024-04-08,transport,,-40.0,146.39,Peer Transfer
2024-04-08,food,,-60.0,186.39,Merchant Purchase
2024-04-08,airtime,,-15.0,246.39,Unclassified
2024-04-08,airtime,,-20.0,261.39,Airtime / Data
2024-04-08,other expenses,,-50.0,281.39,Small Business Payment
2024-04-08,family,300.0,,331.39,Other
2024-04-07,sent to friends,,-100.0,31.39,Peer Transfer
2024-04-07,airtime,,-70.0,131.39,Unclassified
2024-04-07,sent to family,,-100.0,201.39,Peer Transfer
2024-04-06,friends,,-100.0,301.39,Peer Transfer
2024-04-06,family,100.0,,401.39,Other
2024-04-06,family,140.0,,301.39,Other
2024-04-06,transaction cost,,-7.0,161.39,Transaction Cost
2024-04-06,sent to friends,,-200.0,168.39,Peer Transfer
2024-04-06,food,,-40.0,368.39,Merchant Purchase
2024-04-06,transport,,-50.0,408.39,Peer Transfer
2024-04-06,transport,,-40.0,458.39,Unclassified
2024-04-06,friends,100.0,,498.39,Other
2024-04-06,savings withdrawal,200.0,,398.39,Other
2024-04-06,family,100.0,,198.39,Other
2024-04-06,friends,70.0,,98.39,Other
2024-04-05,electricity,,-25.0,28.39,Paybill / Utility Payment
2024-04-05,airtime,,-20.0,53.39,Paybill / Utility Payment
2024-04-05,airtime,,-10.0,73.39,Paybill / Utility Payment
2024-04-05,transport,,-50.0,83.39,Peer Transfer
2024-04-05,food,,-30.0,133.39,Peer Transfer
2024-04-05,airtime,,-5.0,163.39,Airtime / Data
2024-04-05,transport,,-40.0,168.39,Peer Transfer
2024-04-05,family,100.0,,208.39,Other
2024-04-05,food,,-40.0,108.39,Peer Transfer
2024-04-05,airtime,,-15.0,148.39,Unclassified
2024-04-05,airtime,,-10.0,163.39,Paybill / Utility Payment
2024-04-05,food,,-20.0,173.39,Peer Transfer
2024-04-05,airtime,,-20.0,193.39,Airtime / Data
2024-04-05,transport,,-50.0,213.39,Small Business Payment
2024-04-05,transport,,-50.0,263.39,Peer Transfer
2024-04-04,electricity,,-25.0,313.39,Paybill / Utility Payment
2024-04-04,electricity,,-25.0,338.39,Paybill / Utility Payment
2024-04-04,chumz saving,,-50.0,363.39,Paybill / Utility Payment
2024-04-04,chumz saving,,-50.0,413.39,Paybill / Utility Payment
2024-04-04,electricity,,-25.0,463.39,Paybill / Utility Payment
2024-04-04,transport,,-50.0,488.39,Peer Transfer
2024-04-04,transport,,-50.0,538.39,Small Business Payment
2024-04-04,friends,,-30.0,588.39,Peer Transfer
2024-04-04,food,,-10.0,618.39,Peer Transfer
2024-04-04,transaction cost,,-7.0,628.39,Transaction Cost
2024-04-04,food,,-240.0,635.39,Peer Transfer
2024-04-04,airtime,,-15.0,875.39,Unclassified
2024-04-04,airtime,,-5.0,890.39,Airtime / Data
2024-04-03,food,,-240.0,895.39,Merchant Purchase
2024-04-03,transport,,-50.0,1135.39,Peer Transfer
2024-04-03,airtime,,-10.0,1185.39,Airtime / Data
2024-04-03,supermarket expenses,,-180.0,1195.39,Merchant Purchase
2024-04-03,transport,,-50.0,1375.39,Peer Transfer
2024-04-03,sent to friends,,-100.0,1425.39,Peer Transfer
2024-04-03,airtime,,-15.0,1525.39,Unclassified
2024-04-03,airtime,,-10.0,1540.39,Airtime / Data
2024-04-03,family,1029.0,,1550.39,Other
2024-04-03,airtime,,-15.0,521.39,Unclassified
2024-04-03,other expenses,,-30.0,536.39,Small Business Payment
2024-04-03,transport,,-70.0,566.39,Peer Transfer
2024-04-03,supermarket expenses,,-75.0,636.39,Merchant Purchase
2024-04-03,family,300.0,,711.39,Other
2024-04-03,friends,160.0,,411.39,Other
2024-04-02,electricity,,-25.0,251.39,Paybill / Utility Payment
2024-04-02,transport,,-40.0,276.39,Peer Transfer
2024-04-02,family,230.0,,316.39,Other
2024-04-02,transport,,-40.0,86.39,Peer Transfer
2024-04-02,family,100.0,,126.39,Other
2024-04-02,airtime,,-20.0,26.39,Unclassified
2024-04-02,transport,,-30.0,46.39,Peer Transfer
2024-04-02,friends,,-20.0,76.39,Peer Transfer
2024-04-02,sent to friends,,-20.0,96.39,Peer Transfer
2024-04-01,airtime,,-15.0,116.39,Unclassified
2024-04-01,health,,-60.0,131.39,Paybill / Utility Payment
2024-04-01,supermarket expenses,,-874.0,191.39,Merchant Purchase
2024-04-01,family,670.0,,1065.39,Other
2024-04-01,transport,,-50.0,395.39,Peer Transfer
2024-04-01,airtime,,-15.0,445.39,Unclassified
2024-04-01,supermarket expenses,,-150.0,460.39,Merchant Purchase
2024-04-01,electricity,,-50.0,610.39,Paybill / Utility Payment
2024-03-31,airtime,,-15.0,660.39,Unclassified
2024-03-31,airtime,,-15.0,675.39,Unclassified
2024-03-31,airtime,,-5.0,690.39,Airtime / Data
2024-03-31,electricity,,-100.0,695.39,Paybill / Utility Payment
2024-03-31,friends,200.0,,795.39,Other
2024-03-30,airtime,,-10.0,595.39,Paybill / Utility Payment
2024-03-30,airtime,,-10.0,605.39,Airtime / Data
2024-03-30,supermarket expenses,,-455.0,615.39,Merchant Purchase
2024-03-29,airtime,,-10.0,1070.39,Paybill / Utility Payment
2024-03-29,airtime,,-10.0,1080.39,Paybill / Utility Payment
2024-03-29,philanthropy,,-300.0,1090.39,Merchant Purchase
2024-03-29,transaction cost,,-7.0,1675.39,Transaction Cost
2024-03-29,personal expenditures,,-300.0,1682.39,Peer Transfer
2024-03-29,airtime,,-15.0,1982.39,Unclassified
2024-03-29,transport,,-70.0,1997.39,Peer Transfer
2024-03-29,family,1000.0,,2067.39,Other
2024-03-29,airtime,,-10.0,1117.39,Paybill / Utility Payment
2024-03-29,airtime,,-15.0,1127.39,Unclassified
2024-03-29,friends,1.0,,1142.39,Other
2024-03-29,food,,-100.0,1141.39,Paybill / Utility Payment
2024-03-29,family,1000.0,,1241.39,Other
2024-03-28,transaction cost,,-7.0,241.39,Transaction Cost
2024-03-28,personal expenditures,,-140.0,248.39,Peer Transfer
2024-03-28,airtime,,-15.0,388.39,Unclassified
2024-03-28,savings withdrawal,400.0,,403.39,Other
2024-03-28,other expenses,,-660.0,3.39,Merchant Purchase
2024-03-28,family,200.0,,663.39,Other
2024-03-28,friends,150.0,,463.39,Other
2024-03-28,transport,,-60.0,313.39,Small Business Payment
2024-03-28,airtime,,-20.0,373.39,Unclassified
2024-03-28,food,,-50.0,393.39,Small Business Payment
2024-03-28,family,350.0,,443.39,Other
2024-03-28,airtime,,-10.0,93.39,Paybill / Utility Payment
2024-03-28,airtime,,-40.0,103.39,Airtime / Data
2024-03-28,airtime,,-5.0,143.39,Airtime / Data
2024-03-27,airtime,,-15.0,148.39,Unclassified
2024-03-27,airtime,,-15.0,163.39,Unclassified
2024-03-27,electricity,,-25.0,178.39,Paybill / Utility Payment
2024-03-27,supermarket expenses,,-100.0,203.39,Merchant Purchase
2024-03-27,transport,,-30.0,303.39,Peer Transfer
2024-03-27,airtime,,-15.0,333.39,Unclassified
2024-03-27,airtime,,-15.0,348.39,Unclassified
2024-03-27,airtime,,-10.0,363.39,Airtime / Data
2024-03-27,food,,-30.0,373.39,Peer Transfer
2024-03-27,transport,,-50.0,403.39,Peer Transfer
2024-03-27,family,350.0,,453.39,Other
2024-03-26,transport,,-30.0,103.39,Peer Transfer
2024-03-26,airtime,,-20.0,133.39,Airtime / Data
2024-03-26,transport,,-50.0,153.39,Peer Transfer
2024-03-25,food,,-20.0,203.39,Peer Transfer
2024-03-25,supermarket expenses,,-150.0,223.39,Merchant Purchase
2024-03-25,savings deposit,,-600.0,373.39,Other
2024-03-24,sent to family,,-100.0,973.39,Peer Transfer
2024-03-24,airtime,,-10.0,1073.39,Paybill / Utility Payment
2024-03-24,airtime,,-10.0,1083.39,Paybill / Utility Payment
2024-03-24,airtime,,-15.0,1093.39,Unclassified
2024-03-24,supermarket expenses,,-25.0,1108.39,Merchant Purchase
2024-03-24,family,780.0,,1133.39,Other
2024-03-23,supermarket expenses,,-70.0,353.39,Merchant Purchase
2024-03-23,transport,,-50.0,423.39,Peer Transfer
2024-03-23,transaction cost,,-7.0,473.39,Transaction Cost
2024-03-23,health,,-450.0,480.39,Peer Transfer
2024-03-23,family,500.0,,930.39,Other
2024-03-23,other expenses,,-30.0,430.39,Merchant Purchase
2024-03-23,airtime,,-15.0,460.39,Unclassified
2024-03-23,airtime,,-5.0,475.39,Airtime / Data
2024-03-23,airtime,,-10.0,480.39,Paybill / Utility Payment
2024-03-22,airtime,,-10.0,490.39,Paybill / Utility Payment
2024-03-22,supermarket expenses,,-75.0,500.39,Merchant Purchase
2024-03-22,family,529.0,,575.39,Other
2024-03-22,airtime,,-5.0,46.39,Airtime / Data
2024-03-21,sent to friends,,-100.0,51.39,Peer Transfer
2024-03-21,transport,,-50.0,151.39,Peer Transfer
2024-03-21,transport,,-40.0,201.39,Peer Transfer
2024-03-21,airtime,,-15.0,241.39,Unclassified
2024-03-21,supermarket expenses,,-123.0,256.39,Merchant Purchase
2024-03-21,transport,,-40.0,379.39,Peer Transfer
2024-03-21,transport,,-50.0,419.39,Peer Transfer
2024-03-21,family,350.0,,469.39,Other
2024-03-20,friends,60.0,,119.39,Other
2024-03-20,supermarket expenses,,-55.0,59.39,Merchant Purchase
2024-03-20,family,50.0,,114.39,Other
2024-03-20,airtime,,-15.0,64.39,Unclassified
2024-03-20,friends,50.0,,79.39,Other
2024-03-20,airtime,,-10.0,29.39,Airtime / Data
2024-03-20,transport,30.0,,39.39,Other
2024-03-19,family,5.0,,9.39,Other
2024-03-19,sent to friends,,-50.0,4.39,Peer Transfer
2024-03-19,airtime,,-20.0,54.39,Airtime / Data
2024-03-19,friends,50.0,,74.39,Other
2024-03-19,airtime,,-20.0,24.39,Airtime / Data
2024-03-19,transport,,-50.0,44.39,Peer Transfer
2024-03-18,supermarket expenses,,-70.0,94.39,Merchant Purchase
2024-03-18,transport,,-10.0,164.39,Peer Transfer
2024-03-18,transport,,-30.0,174.39,Peer Transfer
2024-03-18,airtime,,-10.0,204.39,Paybill / Utility Payment
2024-03-18,transport,,-50.0,214.39,Merchant Purchase
2024-03-18,airtime,,-15.0,264.39,Unclassified
2024-03-18,transport,,-50.0,329.39,Peer Transfer
2024-03-18,family,320.0,,379.39,Other
2024-03-17,airtime,,-10.0,59.39,Paybill / Utility Payment
2024-03-17,airtime,,-15.0,69.39,Unclassified
2024-03-16,airtime,,-10.0,84.39,Paybill / Utility Payment
2024-03-15,supermarket expenses,,-100.0,94.39,Merchant Purchase
2024-03-15,family,100.0,,194.39,Other
2024-03-15,supermarket expenses,,-55.0,94.39,Merchant Purchase
2024-03-15,transport,,-30.0,149.39,Small Business Payment
2024-03-15,airtime,,-15.0,179.39,Airtime / Data
2024-03-15,other expenses,,-40.0,194.39,Small Business Payment
2024-03-15,airtime,,-10.0,234.39,Airtime / Data
2024-03-15,food,,-40.0,244.39,Small Business Payment
2024-03-15,transport,,-50.0,284.39,Peer Transfer
2024-03-15,family,320.0,,334.39,Other
2024-03-14,transport,,-30.0,14.39,Peer Transfer
2024-03-14,sent to friends,,-100.0,44.39,Peer Transfer
2024-03-14,airtime,,-20.0,144.39,Unclassified
2024-03-14,family,150.0,,164.39,Other
2024-03-14,transport,,-50.0,14.39,Peer Transfer
2024-03-13,food,,-35.0,74.39,Unclassified
2024-03-13,savings withdrawal,100.0,,109.39,Other
2024-03-13,airtime,,-15.0,9.39,Unclassified
2024-03-13,airtime,,-15.0,24.39,Unclassified
2024-03-13,airtime,,-10.0,39.39,Paybill / Utility Payment
2024-03-13,airtime,,-10.0,49.39,Paybill / Utility Payment
2024-03-13,transaction cost,,-7.0,59.39,Transaction Cost
2024-03-13,airtime,,-10.0,366.39,Paybill / Utility Payment
2024-03-13,airtime,,-15.0,191.39,Unclassified
2024-03-13,supermarket expenses,,-65.0,206.39,Merchant Purchase
2024-03-13,airtime,,-15.0,271.39,Unclassified
2024-03-13,health,,-70.0,286.39,Merchant Purchase
2024-03-13,airtime,,-10.0,356.39,Paybill / Utility Payment
2024-03-13,family,350.0,,366.39,Other
2024-03-13,airtime,,-20.0,16.39,Unclassified
2024-03-13,airtime,,-15.0,36.39,Unclassified
2024-03-13,food,,-88.0,51.39,Unclassified
2024-03-13,savings withdrawal,100.0,,139.39,Other
2024-03-12,supermarket expenses,,-70.0,39.39,Merchant Purchase
2024-03-12,savings withdrawal,100.0,,109.39,Other
2024-03-11,airtime,,-10.0,9.39,Paybill / Utility Payment
2024-03-11,transport,,-30.0,19.39,Peer Transfer
2024-03-11,supermarket expenses,,-237.0,49.39,Merchant Purchase
2024-03-11,airtime,,-15.0,286.39,Unclassified
2024-03-11,family,350.0,,393.39,Other
2024-03-11,airtime,,-20.0,43.39,Unclassified
2024-03-11,airtime,,-10.0,63.39,Paybill / Utility Payment
2024-03-10,airtime,,-10.0,73.39,Paybill / Utility Payment
2024-03-10,airtime,,-20.0,83.39,Paybill / Utility Payment
2024-03-10,savings withdrawal,100.0,,103.39,Other
2024-03-10,airtime,,-20.0,3.39,Unclassified
2024-03-09,supermarket expenses,,-35.0,23.39,Merchant Purchase
2024-03-09,savings deposit,,-500.0,58.39,Other
2024-03-08,transport,,-50.0,558.39,Peer Transfer
2024-03-08,food,,-70.0,608.39,Small Business Payment
2024-03-08,other expenses,,-50.0,678.39,Small Business Payment
2024-03-08,food,,-60.0,728.39,Merchant Purchase
2024-03-08,airtime,,-10.0,788.39,Airtime / Data
2024-03-08,other expenses,,-40.0,798.39,Merchant Purchase
2024-03-08,transport,,-50.0,838.39,Peer Transfer
2024-03-08,airtime,,-20.0,888.39,Unclassified
2024-03-08,transport,,-50.0,908.39,Peer Transfer
2024-03-08,family,350.0,,958.39,Other
2024-03-08,airtime,,-15.0,608.39,Unclassified
2024-03-08,airtime,,-10.0,623.39,Airtime / Data
2024-03-07,supermarket expenses,,-65.0,633.39,Merchant Purchase
2024-03-07,family,100.0,,698.39,Other
2024-03-07,family,530.0,,598.39,Other
2024-03-07,supermarket expenses,,-70.0,68.39,Merchant Purchase
2024-03-07,health,,-54.0,138.39,Merchant Purchase
2024-03-07,transport,,-50.0,192.39,Peer Transfer
2024-03-07,transaction cost,,-7.0,448.39,Transaction Cost
2024-03-07,food,,-140.0,455.39,Small Business Payment
2024-03-07,food,,-100.0,595.39,Small Business Payment
2024-03-07,food,,-50.0,695.39,Small Business Payment
2024-03-07,airtime,,-20.0,745.39,Airtime / Data
2024-03-07,transport,,-50.0,765.39,Peer Transfer
2024-03-07,family,300.0,,815.39,Other
2024-03-06,airtime,,-5.0,515.39,Airtime / Data
2024-03-05,airtime,,-10.0,520.39,Paybill / Utility Payment
2024-03-05,airtime,,-10.0,530.39,Paybill / Utility Payment
2024-03-05,transport,,-50.0,540.39,Peer Transfer
2024-03-05,other expenses,,-40.0,590.39,Peer Transfer
2024-03-05,other expenses,,-40.0,630.39,Small Business Payment
2024-03-05,airtime,,-10.0,670.39,Airtime / Data
2024-03-05,family,529.0,,680.39,Other
2024-03-05,food,,-55.0,151.39,Peer Transfer
2024-03-05,food,,-50.0,206.39,Peer Transfer
2024-03-04,health,,-90.0,226.39,Merchant Purchase
2024-03-04,supermarket expenses,,-100.0,316.39,Merchant Purchase
2024-03-04,family,100.0,,416.39,Other
2024-03-04,electricity,,-25.0,316.39,Paybill / Utility Payment
2024-03-04,supermarket expenses,,-70.0,341.39,Merchant Purchase
2024-03-04,transport,,-50.0,411.39,Peer Transfer
2024-03-04,food,,-40.0,461.39,Small Business Payment
2024-03-04,family,429.0,,501.39,Other
2024-03-04,airtime,,-5.0,72.39,Airtime / Data
2024-03-04,food,,-20.0,77.39,Peer Transfer
2024-03-04,food,,-50.0,97.39,Small Business Payment
2024-03-04,airtime,,-15.0,207.39,Unclassified
2024-03-04,airtime,,-5.0,222.39,Airtime / Data
2024-03-04,food,,-50.0,227.39,Merchant Purchase
2024-03-04,airtime,,-20.0,277.39,Airtime / Data
2024-03-04,transport,,-30.0,297.39,Small Business Payment
2024-03-04,transport,,-50.0,327.39,Peer Transfer
2024-03-04,family,170.0,,377.39,Other
2024-03-03,supermarket expenses,,-150.0,207.39,Merchant Purchase
2024-03-02,transport,,-70.0,357.39,Peer Transfer
2024-03-02,transport,,-70.0,427.39,Peer Transfer
2024-03-02,family,200.0,,497.39,Other
2024-03-02,kcb,200.0,,297.39,Other
2024-03-02,airtime,,-15.0,97.39,Unclassified
2024-03-02,friends,,-100.0,112.39,Peer Transfer
2024-03-02,food,,-50.0,212.39,Merchant Purchase
2024-03-02,airtime,,-10.0,262.39,Airtime / Data
2024-03-02,food,,-80.0,272.39,Merchant Purchase
2024-03-02,transport,,-50.0,352.39,Small Business Payment
2024-03-02,airtime,,-20.0,402.39,Airtime / Data
2024-03-02,airtime,,-10.0,422.39,Paybill / Utility Payment
2024-03-02,sent to friends,,-80.0,432.39,Peer Transfer
2024-03-02,friends,100.0,,512.39,Other
2024-03-02,friends,100.0,,412.39,Other
2024-03-02,electricity,,-25.0,312.39,Paybill / Utility Payment
2024-03-01,electricity,,-25.0,337.39,Paybill / Utility Payment
2024-03-01,family,200.0,,362.39,Other
2024-03-01,airtime,,-5.0,162.39,Airtime / Data
2024-03-01,food,,-80.0,167.39,Peer Transfer
2024-03-01,other expenses,,-30.0,247.39,Peer Transfer
2024-03-01,savings withdrawal,200.0,,277.39,Other
2024-03-01,airtime,,-15.0,77.39,Unclassified
2024-03-01,airtime,,-10.0,92.39,Airtime / Data
2024-02-29,transport,,-50.0,102.39,Peer Transfer
2024-02-29,food,,-70.0,152.39,Small Business Payment
2024-02-29,transaction cost,,-29.0,222.39,Other
2024-02-29,cash withdrawal,,-450.0,251.39,Agent Cash Withdrawal
2024-02-29,savings withdrawal,500.0,,701.39,Other
2024-02-29,transaction cost,,-11.0,201.39,Other
2024-02-29,cash withdrawal,,-60.0,212.39,Agent Cash Withdrawal
2024-02-29,transaction cost,,-11.0,272.39,Other
2024-02-29,cash withdrawal,,-50.0,283.39,Agent Cash Withdrawal
2024-02-29,supermarket expenses,,-50.0,333.39,Merchant Purchase
2024-02-29,personal expenditures,,-1000.0,383.39,Merchant Purchase
2024-02-29,savings withdrawal,1000.0,,1383.39,Other
2024-02-29,airtime,,-15.0,383.39,Unclassified
2024-02-29,transport,,-50.0,398.39,Peer Transfer
2024-02-29,family,350.0,,448.39,Other
2024-02-29,transport,,-50.0,98.39,Peer Transfer
2024-02-28,airtime,,-15.0,148.39,Unclassified
2024-02-28,transport,,-50.0,163.39,Peer Transfer
2024-02-28,transaction cost,,-7.0,213.39,Transaction Cost
2024-02-28,health,,-200.0,220.39,Peer Transfer
2024-02-28,family,210.0,,420.39,Other
2024-02-28,other expenses,,-30.0,210.39,Merchant Purchase
2024-02-28,food,,-100.0,240.39,Small Business Payment
2024-02-28,airtime,,-10.0,340.39,Airtime / Data
2024-02-28,airtime,,-15.0,350.39,Unclassified
2024-02-28,transport,,-50.0,365.39,Small Business Payment
2024-02-28,airtime,,-15.0,415.39,Unclassified
2024-02-28,transport,,-100.0,430.39,Peer Transfer
2024-02-28,family,350.0,,530.39,Other
2024-02-28,electricity,,-25.0,180.39,Paybill / Utility Payment
2024-02-27,other expenses,,-30.0,205.39,Peer Transfer
2024-02-27,other expenses,,-20.0,235.39,Peer Transfer
2024-02-27,food,,-80.0,255.39,Merchant Purchase
2024-02-27,airtime,,-10.0,335.39,Airtime / Data
2024-02-27,airtime,,-15.0,345.39,Other
2024-02-27,airtime,,-15.0,360.39,Other
2024-02-27,transport,,-50.0,375.39,Small Business Payment
2024-02-27,family,350.0,,425.39,Other
2024-02-27,electricity,,-25.0,75.39,Paybill / Utility Payment
2024-02-27,savings deposit,,-1800.0,100.39,Other
2024-02-26,electricity,,-30.0,1900.39,Paybill / Utility Payment
2024-02-26,electricity,,-25.0,1930.39,Paybill / Utility Payment
2024-02-26,supermarket expenses,,-120.0,1955.39,Merchant Purchase
2024-02-26,other expenses,,-50.0,2075.39,Small Business Payment
2024-02-26,sent to friends,,-50.0,2125.39,Peer Transfer
2024-02-26,transaction cost,,-11.0,2175.39,Other
2024-02-26,transport,,-100.0,2186.39,Agent Cash Withdrawal
2024-02-26,other expenses,,-50.0,2286.39,Peer Transfer
2024-02-26,airtime,,-15.0,2336.39,Other
2024-02-26,airtime,,-15.0,2351.39,Other
2024-02-26,transport,,-60.0,2366.39,Peer Transfer
2024-02-26,other expenses,,-50.0,2426.39,Peer Transfer
2024-02-26,transport,,-50.0,2476.39,Peer Transfer
2024-02-26,family,400.0,,2526.39,Other
2024-02-25,airtime,,-5.0,2126.39,Airtime / Data
2024-02-25,supermarket expenses,,-70.0,2131.39,Merchant Purchase
2024-02-25,other expenses,,-150.0,2201.39,Merchant Purchase
2024-02-25,family,160.0,,2351.39,Other
2024-02-25,airtime,,-20.0,2191.39,Airtime / Data
2024-02-25,church,,-50.0,2211.39,Paybill / Utility Payment
2024-02-24,spotify,,-154.22,2261.39,Other
2024-02-24,supermarket expenses,,-110.0,2415.61,Merchant Purchase
2024-02-24,airtime,,-100.0,2525.61,Airtime / Data
2024-02-23,transaction cost,,-7.0,2625.61,Transaction Cost
2024-02-23,friends,,-200.0,2632.61,Peer Transfer
2024-02-23,health,,-180.0,2832.61,Merchant Purchase
2024-02-23,family,180.0,,3012.61,Other
2024-02-23,transport,,-50.0,2832.61,Peer Transfer
2024-02-23,airtime,,-20.0,2882.61,Airtime / Data
2024-02-23,transaction cost,,-7.0,2902.61,Transaction Cost
2024-02-23,sent to friends,,-200.0,2909.61,Peer Transfer
2024-02-23,airtime,,-15.0,3109.61,Other
2024-02-23,airtime,,-10.0,3124.61,Airtime / Data
2024-02-23,airtime,,-15.0,3134.61,Other
2024-02-23,food,,-100.0,3149.61,Peer Transfer
2024-02-23,airtime,,-15.0,3249.61,Other
2024-02-23,transport,,-50.0,3264.61,Peer Transfer
2024-02-23,electricity,,-50.0,3339.61,Paybill / Utility Payment
2024-02-22,philanthropy,,-50.0,3389.61,Merchant Purchase
2024-02-22,supermarket expenses,,-285.0,3439.61,Merchant Purchase
2024-02-22,other expenses,,-65.0,3724.61,Paybill / Utility Payment
2024-02-22,sent to friends,,-50.0,3789.61,Peer Transfer
2024-02-22,airtime,,-10.0,3839.61,Paybill / Utility Payment
2024-02-22,transaction cost,,-7.0,3849.61,Transaction Cost
2024-02-22,transport,,-320.0,3856.61,Peer Transfer
